"","order_country","latitude","longitude","category_name"
"43","Algeria",28.033886,1.659626,"Indoor/Outdoor Games"
"44","Algeria",28.033886,1.659626,"Water Sports"
"45","Algeria",28.033886,1.659626,"Men's Footwear"
"46","Algeria",28.033886,1.659626,"Trade-In"
"47","Algeria",28.033886,1.659626,"Lacrosse"
"48","Algeria",28.033886,1.659626,"Hockey"
"49","Algeria",28.033886,1.659626,"Electronics"
"50","Algeria",28.033886,1.659626,"Baseball & Softball"
"51","Algeria",28.033886,1.659626,"Girls' Apparel"
"52","Algeria",28.033886,1.659626,"Hunting & Shooting"
"53","Algeria",28.033886,1.659626,"Golf Shoes"
"54","Algeria",28.033886,1.659626,"Golf Gloves"
"55","Algeria",28.033886,1.659626,"Fitness Accessories"
"56","Algeria",28.033886,1.659626,"Tennis & Racquet"
"57","Angola",-11.202692,17.873887,"Men's Footwear"
"58","Angola",-11.202692,17.873887,"Indoor/Outdoor Games"
"59","Angola",-11.202692,17.873887,"Camping & Hiking"
"60","Angola",-11.202692,17.873887,"Fishing"
"61","Angola",-11.202692,17.873887,"Water Sports"
"62","Angola",-11.202692,17.873887,"Women's Apparel"
"63","Angola",-11.202692,17.873887,"Cleats"
"64","Angola",-11.202692,17.873887,"Hockey"
"65","Angola",-11.202692,17.873887,"Electronics"
"66","Angola",-11.202692,17.873887,"Shop By Sport"
"67","Angola",-11.202692,17.873887,"Cardio Equipment"
"68","Angola",-11.202692,17.873887,"Golf Balls"
"69","Angola",-11.202692,17.873887,"Hunting & Shooting"
"70","Angola",-11.202692,17.873887,"Girls' Apparel"
"71","Angola",-11.202692,17.873887,"Golf Apparel"
"72","Angola",-11.202692,17.873887,"Fitness Accessories"
"73","Angola",-11.202692,17.873887,"Golf Gloves"
"74","Angola",-11.202692,17.873887,"Accessories"
"75","Angola",-11.202692,17.873887,"Boxing & MMA"
"76","Angola",-11.202692,17.873887,"Golf Shoes"
"77","Angola",-11.202692,17.873887,"Lacrosse"
"78","Angola",-11.202692,17.873887,"Tennis & Racquet"
"79","Angola",-11.202692,17.873887,"Baseball & Softball"
"80","Argentina",-38.416097,-63.616672,"Fishing"
"81","Argentina",-38.416097,-63.616672,"Women's Apparel"
"82","Argentina",-38.416097,-63.616672,"Water Sports"
"83","Argentina",-38.416097,-63.616672,"Cleats"
"84","Argentina",-38.416097,-63.616672,"Men's Footwear"
"85","Argentina",-38.416097,-63.616672,"Camping & Hiking"
"86","Argentina",-38.416097,-63.616672,"Trade-In"
"87","Argentina",-38.416097,-63.616672,"Indoor/Outdoor Games"
"88","Argentina",-38.416097,-63.616672,"Cardio Equipment"
"89","Argentina",-38.416097,-63.616672,"Lacrosse"
"90","Argentina",-38.416097,-63.616672,"Golf Apparel"
"91","Argentina",-38.416097,-63.616672,"Shop By Sport"
"92","Argentina",-38.416097,-63.616672,"Golf Balls"
"93","Argentina",-38.416097,-63.616672,"Golf Gloves"
"94","Argentina",-38.416097,-63.616672,"Electronics"
"95","Argentina",-38.416097,-63.616672,"Hockey"
"96","Argentina",-38.416097,-63.616672,"Accessories"
"97","Argentina",-38.416097,-63.616672,"Men's Golf Clubs"
"98","Argentina",-38.416097,-63.616672,"Baseball & Softball"
"99","Argentina",-38.416097,-63.616672,"Women's Golf Clubs"
"100","Argentina",-38.416097,-63.616672,"Tennis & Racquet"
"101","Argentina",-38.416097,-63.616672,"Girls' Apparel"
"102","Argentina",-38.416097,-63.616672,"Fitness Accessories"
"103","Argentina",-38.416097,-63.616672,"Boxing & MMA"
"104","Argentina",-38.416097,-63.616672,"Hunting & Shooting"
"105","Argentina",-38.416097,-63.616672,"Golf Shoes"
"106","Argentina",-38.416097,-63.616672,"Kids' Golf Clubs"
"107","Argentina",-38.416097,-63.616672,"Soccer"
"108","Armenia",40.069099,45.038189,"Cleats"
"109","Armenia",40.069099,45.038189,"Indoor/Outdoor Games"
"110","Armenia",40.069099,45.038189,"Golf Balls"
"111","Armenia",40.069099,45.038189,"Cardio Equipment"
"112","Australia",-25.274398,133.775136,"Men's Footwear"
"113","Australia",-25.274398,133.775136,"Cardio Equipment"
"114","Australia",-25.274398,133.775136,"Women's Apparel"
"115","Australia",-25.274398,133.775136,"Video Games"
"116","Australia",-25.274398,133.775136,"Water Sports"
"117","Australia",-25.274398,133.775136,"Pet Supplies"
"118","Australia",-25.274398,133.775136,"Shop By Sport"
"119","Australia",-25.274398,133.775136,"Books "
"120","Australia",-25.274398,133.775136,"Indoor/Outdoor Games"
"121","Australia",-25.274398,133.775136,"Cleats"
"122","Australia",-25.274398,133.775136,"Fishing"
"123","Australia",-25.274398,133.775136,"Baseball & Softball"
"124","Australia",-25.274398,133.775136,"Music"
"125","Australia",-25.274398,133.775136,"Camping & Hiking"
"126","Australia",-25.274398,133.775136,"Trade-In"
"127","Australia",-25.274398,133.775136,"Golf Gloves"
"128","Australia",-25.274398,133.775136,"Accessories"
"129","Australia",-25.274398,133.775136,"Women's Clothing"
"130","Australia",-25.274398,133.775136,"Sporting Goods"
"131","Australia",-25.274398,133.775136,"Health and Beauty"
"132","Australia",-25.274398,133.775136,"Electronics"
"133","Australia",-25.274398,133.775136,"Children's Clothing"
"134","Australia",-25.274398,133.775136,"Men's Clothing"
"135","Australia",-25.274398,133.775136,"Garden"
"136","Australia",-25.274398,133.775136,"CDs "
"137","Australia",-25.274398,133.775136,"Golf Balls"
"138","Australia",-25.274398,133.775136,"Baby "
"139","Australia",-25.274398,133.775136,"Crafts"
"140","Australia",-25.274398,133.775136,"Toys"
"141","Australia",-25.274398,133.775136,"Girls' Apparel"
"142","Australia",-25.274398,133.775136,"Hockey"
"143","Australia",-25.274398,133.775136,"Consumer Electronics"
"144","Australia",-25.274398,133.775136,"DVDs"
"145","Australia",-25.274398,133.775136,"Tennis & Racquet"
"146","Australia",-25.274398,133.775136,"Boxing & MMA"
"147","Australia",-25.274398,133.775136,"Golf Apparel"
"148","Australia",-25.274398,133.775136,"Computers"
"149","Australia",-25.274398,133.775136,"Hunting & Shooting"
"150","Australia",-25.274398,133.775136,"Lacrosse"
"151","Australia",-25.274398,133.775136,"Cameras "
"152","Australia",-25.274398,133.775136,"Fitness Accessories"
"153","Australia",-25.274398,133.775136,"Golf Shoes"
"154","Austria",47.516231,14.550072,"Cleats"
"155","Austria",47.516231,14.550072,"Electronics"
"156","Austria",47.516231,14.550072,"Women's Apparel"
"157","Austria",47.516231,14.550072,"Men's Golf Clubs"
"158","Austria",47.516231,14.550072,"Indoor/Outdoor Games"
"159","Austria",47.516231,14.550072,"Hockey"
"160","Austria",47.516231,14.550072,"Fishing"
"161","Austria",47.516231,14.550072,"Men's Footwear"
"162","Austria",47.516231,14.550072,"Camping & Hiking"
"163","Austria",47.516231,14.550072,"Golf Apparel"
"164","Austria",47.516231,14.550072,"Cameras "
"165","Austria",47.516231,14.550072,"Cardio Equipment"
"166","Austria",47.516231,14.550072,"DVDs"
"167","Austria",47.516231,14.550072,"Water Sports"
"168","Austria",47.516231,14.550072,"Boxing & MMA"
"169","Austria",47.516231,14.550072,"Strength Training"
"170","Austria",47.516231,14.550072,"Shop By Sport"
"171","Austria",47.516231,14.550072,"Golf Bags & Carts"
"172","Austria",47.516231,14.550072,"Children's Clothing"
"173","Austria",47.516231,14.550072,"Golf Balls"
"174","Austria",47.516231,14.550072,"Golf Gloves"
"175","Austria",47.516231,14.550072,"Books "
"176","Austria",47.516231,14.550072,"Kids' Golf Clubs"
"177","Austria",47.516231,14.550072,"Women's Golf Clubs"
"178","Austria",47.516231,14.550072,"Accessories"
"179","Austria",47.516231,14.550072,"As Seen on  TV!"
"180","Austria",47.516231,14.550072,"Computers"
"181","Austria",47.516231,14.550072,"Lacrosse"
"182","Austria",47.516231,14.550072,"Girls' Apparel"
"183","Austria",47.516231,14.550072,"Tennis & Racquet"
"184","Austria",47.516231,14.550072,"Trade-In"
"185","Austria",47.516231,14.550072,"Golf Shoes"
"186","Austria",47.516231,14.550072,"Crafts"
"187","Austria",47.516231,14.550072,"Consumer Electronics"
"188","Austria",47.516231,14.550072,"Hunting & Shooting"
"189","Austria",47.516231,14.550072,"Baseball & Softball"
"190","Austria",47.516231,14.550072,"Soccer"
"191","Austria",47.516231,14.550072,"CDs "
"192","Azerbaijan",40.143105,47.576927,"Camping & Hiking"
"193","Azerbaijan",40.143105,47.576927,"Cardio Equipment"
"194","Azerbaijan",40.143105,47.576927,"Cleats"
"195","Azerbaijan",40.143105,47.576927,"Indoor/Outdoor Games"
"196","Azerbaijan",40.143105,47.576927,"Men's Footwear"
"197","Azerbaijan",40.143105,47.576927,"Shop By Sport"
"198","Azerbaijan",40.143105,47.576927,"Women's Apparel"
"199","Azerbaijan",40.143105,47.576927,"Fishing"
"200","Azerbaijan",40.143105,47.576927,"Golf Apparel"
"201","Azerbaijan",40.143105,47.576927,"Water Sports"
"202","Azerbaijan",40.143105,47.576927,"Accessories"
"203","Azerbaijan",40.143105,47.576927,"Electronics"
"204","Azerbaijan",40.143105,47.576927,"Fitness Accessories"
"205","Bahrain",25.930414,50.637772,"Shop By Sport"
"206","Bahrain",25.930414,50.637772,"Men's Footwear"
"207","Bahrain",25.930414,50.637772,"Trade-In"
"208","Bangladesh",23.684994,90.356331,"Golf Gloves"
"209","Bangladesh",23.684994,90.356331,"Golf Balls"
"210","Bangladesh",23.684994,90.356331,"Men's Footwear"
"211","Bangladesh",23.684994,90.356331,"Garden"
"212","Bangladesh",23.684994,90.356331,"Cleats"
"213","Bangladesh",23.684994,90.356331,"Fishing"
"214","Bangladesh",23.684994,90.356331,"Men's Clothing"
"215","Bangladesh",23.684994,90.356331,"Water Sports"
"216","Bangladesh",23.684994,90.356331,"Cardio Equipment"
"217","Bangladesh",23.684994,90.356331,"Shop By Sport"
"218","Bangladesh",23.684994,90.356331,"Pet Supplies"
"219","Bangladesh",23.684994,90.356331,"Women's Apparel"
"220","Bangladesh",23.684994,90.356331,"Fitness Accessories"
"221","Bangladesh",23.684994,90.356331,"Electronics"
"222","Bangladesh",23.684994,90.356331,"Consumer Electronics"
"223","Bangladesh",23.684994,90.356331,"Children's Clothing"
"224","Bangladesh",23.684994,90.356331,"Indoor/Outdoor Games"
"225","Bangladesh",23.684994,90.356331,"Video Games"
"226","Bangladesh",23.684994,90.356331,"CDs "
"227","Bangladesh",23.684994,90.356331,"Computers"
"228","Bangladesh",23.684994,90.356331,"Women's Clothing"
"229","Bangladesh",23.684994,90.356331,"Camping & Hiking"
"230","Bangladesh",23.684994,90.356331,"Crafts"
"231","Bangladesh",23.684994,90.356331,"Golf Apparel"
"232","Bangladesh",23.684994,90.356331,"Girls' Apparel"
"233","Bangladesh",23.684994,90.356331,"Trade-In"
"234","Bangladesh",23.684994,90.356331,"Toys"
"235","Bangladesh",23.684994,90.356331,"Boxing & MMA"
"236","Bangladesh",23.684994,90.356331,"Health and Beauty"
"237","Bangladesh",23.684994,90.356331,"Hunting & Shooting"
"238","Bangladesh",23.684994,90.356331,"Accessories"
"239","Bangladesh",23.684994,90.356331,"Lacrosse"
"240","Bangladesh",23.684994,90.356331,"Sporting Goods"
"241","Bangladesh",23.684994,90.356331,"Baseball & Softball"
"242","Bangladesh",23.684994,90.356331,"Music"
"243","Barbados",13.193887,-59.543198,"Women's Apparel"
"244","Barbados",13.193887,-59.543198,"Water Sports"
"245","Barbados",13.193887,-59.543198,"Men's Footwear"
"246","Barbados",13.193887,-59.543198,"Camping & Hiking"
"247","Barbados",13.193887,-59.543198,"Girls' Apparel"
"248","Barbados",13.193887,-59.543198,"Fishing"
"249","Barbados",13.193887,-59.543198,"Cleats"
"250","Barbados",13.193887,-59.543198,"Golf Balls"
"251","Barbados",13.193887,-59.543198,"Shop By Sport"
"252","Barbados",13.193887,-59.543198,"Indoor/Outdoor Games"
"253","Barbados",13.193887,-59.543198,"Cardio Equipment"
"254","Barbados",13.193887,-59.543198,"Electronics"
"255","Barbados",13.193887,-59.543198,"Baseball & Softball"
"256","Barbados",13.193887,-59.543198,"Golf Shoes"
"257","Barbados",13.193887,-59.543198,"Fitness Accessories"
"258","Barbados",13.193887,-59.543198,"Golf Apparel"
"259","Barbados",13.193887,-59.543198,"Golf Gloves"
"260","Barbados",13.193887,-59.543198,"Trade-In"
"261","Belarus",53.709807,27.953389,"Indoor/Outdoor Games"
"262","Belarus",53.709807,27.953389,"Men's Footwear"
"263","Belarus",53.709807,27.953389,"Fishing"
"264","Belarus",53.709807,27.953389,"Cleats"
"265","Belarus",53.709807,27.953389,"Golf Balls"
"266","Belarus",53.709807,27.953389,"Cardio Equipment"
"267","Belarus",53.709807,27.953389,"Water Sports"
"268","Belarus",53.709807,27.953389,"Women's Apparel"
"269","Belarus",53.709807,27.953389,"Accessories"
"270","Belarus",53.709807,27.953389,"Camping & Hiking"
"271","Belarus",53.709807,27.953389,"Golf Gloves"
"272","Belarus",53.709807,27.953389,"Shop By Sport"
"273","Belarus",53.709807,27.953389,"Boxing & MMA"
"274","Belarus",53.709807,27.953389,"Trade-In"
"275","Belarus",53.709807,27.953389,"Electronics"
"276","Belarus",53.709807,27.953389,"Hunting & Shooting"
"277","Belgium",50.503887,4.469936,"Camping & Hiking"
"278","Belgium",50.503887,4.469936,"Men's Footwear"
"279","Belgium",50.503887,4.469936,"Indoor/Outdoor Games"
"280","Belgium",50.503887,4.469936,"Women's Apparel"
"281","Belgium",50.503887,4.469936,"Water Sports"
"282","Belgium",50.503887,4.469936,"Cleats"
"283","Belgium",50.503887,4.469936,"Shop By Sport"
"284","Belgium",50.503887,4.469936,"Cardio Equipment"
"285","Belgium",50.503887,4.469936,"Computers"
"286","Belgium",50.503887,4.469936,"Men's Golf Clubs"
"287","Belgium",50.503887,4.469936,"Kids' Golf Clubs"
"288","Belgium",50.503887,4.469936,"Fishing"
"289","Belgium",50.503887,4.469936,"Cameras "
"290","Belgium",50.503887,4.469936,"Books "
"291","Belgium",50.503887,4.469936,"Children's Clothing"
"292","Belgium",50.503887,4.469936,"Consumer Electronics"
"293","Belgium",50.503887,4.469936,"Girls' Apparel"
"294","Belgium",50.503887,4.469936,"Golf Balls"
"295","Belgium",50.503887,4.469936,"Soccer"
"296","Belgium",50.503887,4.469936,"Golf Gloves"
"297","Belgium",50.503887,4.469936,"Strength Training"
"298","Belgium",50.503887,4.469936,"Electronics"
"299","Belgium",50.503887,4.469936,"CDs "
"300","Belgium",50.503887,4.469936,"Baseball & Softball"
"301","Belgium",50.503887,4.469936,"Golf Shoes"
"302","Belgium",50.503887,4.469936,"Trade-In"
"303","Belgium",50.503887,4.469936,"DVDs"
"304","Belgium",50.503887,4.469936,"Accessories"
"305","Belgium",50.503887,4.469936,"Crafts"
"306","Belgium",50.503887,4.469936,"Golf Apparel"
"307","Belgium",50.503887,4.469936,"Women's Golf Clubs"
"308","Belgium",50.503887,4.469936,"As Seen on  TV!"
"309","Belize",17.189877,-88.49765,"Women's Apparel"
"310","Belize",17.189877,-88.49765,"Soccer"
"311","Belize",17.189877,-88.49765,"Cleats"
"312","Belize",17.189877,-88.49765,"Accessories"
"313","Belize",17.189877,-88.49765,"Water Sports"
"314","Belize",17.189877,-88.49765,"Fishing"
"315","Belize",17.189877,-88.49765,"Women's Golf Clubs"
"316","Belize",17.189877,-88.49765,"Men's Footwear"
"317","Benin",9.30769,2.315834,"Golf Apparel"
"318","Benin",9.30769,2.315834,"Electronics"
"319","Benin",9.30769,2.315834,"Men's Footwear"
"320","Benin",9.30769,2.315834,"Camping & Hiking"
"321","Benin",9.30769,2.315834,"Fishing"
"322","Benin",9.30769,2.315834,"Shop By Sport"
"323","Benin",9.30769,2.315834,"Fitness Accessories"
"324","Benin",9.30769,2.315834,"Indoor/Outdoor Games"
"325","Benin",9.30769,2.315834,"Water Sports"
"326","Benin",9.30769,2.315834,"Baseball & Softball"
"327","Benin",9.30769,2.315834,"Women's Apparel"
"328","Benin",9.30769,2.315834,"Cleats"
"329","Benin",9.30769,2.315834,"Cardio Equipment"
"330","Benin",9.30769,2.315834,"Hockey"
"331","Benin",9.30769,2.315834,"Golf Balls"
"332","Benin",9.30769,2.315834,"Accessories"
"333","Benin",9.30769,2.315834,"Tennis & Racquet"
"334","Bhutan",27.514162,90.433601,"Camping & Hiking"
"335","Bhutan",27.514162,90.433601,"Video Games"
"336","Bhutan",27.514162,90.433601,"Men's Footwear"
"337","Bhutan",27.514162,90.433601,"Indoor/Outdoor Games"
"338","Bolivia",-16.290154,-63.588653,"Women's Apparel"
"339","Bolivia",-16.290154,-63.588653,"Cleats"
"340","Bolivia",-16.290154,-63.588653,"Camping & Hiking"
"341","Bolivia",-16.290154,-63.588653,"Indoor/Outdoor Games"
"342","Bolivia",-16.290154,-63.588653,"Water Sports"
"343","Bolivia",-16.290154,-63.588653,"Men's Footwear"
"344","Bolivia",-16.290154,-63.588653,"Shop By Sport"
"345","Bolivia",-16.290154,-63.588653,"Fishing"
"346","Bolivia",-16.290154,-63.588653,"Golf Balls"
"347","Bolivia",-16.290154,-63.588653,"Electronics"
"348","Bolivia",-16.290154,-63.588653,"Cardio Equipment"
"349","Bolivia",-16.290154,-63.588653,"Boxing & MMA"
"350","Bolivia",-16.290154,-63.588653,"Golf Bags & Carts"
"351","Bolivia",-16.290154,-63.588653,"Golf Gloves"
"352","Bolivia",-16.290154,-63.588653,"Baseball & Softball"
"353","Bolivia",-16.290154,-63.588653,"Hockey"
"354","Bolivia",-16.290154,-63.588653,"Lacrosse"
"355","Bolivia",-16.290154,-63.588653,"Trade-In"
"356","Bosnia and Herzegovina",43.915886,17.679076,"Accessories"
"357","Bosnia and Herzegovina",43.915886,17.679076,"Water Sports"
"358","Bosnia and Herzegovina",43.915886,17.679076,"Cardio Equipment"
"359","Bosnia and Herzegovina",43.915886,17.679076,"Fishing"
"360","Bosnia and Herzegovina",43.915886,17.679076,"Women's Apparel"
"361","Bosnia and Herzegovina",43.915886,17.679076,"Indoor/Outdoor Games"
"362","Bosnia and Herzegovina",43.915886,17.679076,"Cleats"
"363","Bosnia and Herzegovina",43.915886,17.679076,"Camping & Hiking"
"364","Bosnia and Herzegovina",43.915886,17.679076,"Men's Footwear"
"365","Bosnia and Herzegovina",43.915886,17.679076,"Shop By Sport"
"366","Bosnia and Herzegovina",43.915886,17.679076,"Tennis & Racquet"
"367","Bosnia and Herzegovina",43.915886,17.679076,"Golf Balls"
"368","Botswana",-22.328474,24.684866,"Fishing"
"369","Botswana",-22.328474,24.684866,"Women's Apparel"
"370","Botswana",-22.328474,24.684866,"Men's Footwear"
"371","Botswana",-22.328474,24.684866,"Indoor/Outdoor Games"
"372","Botswana",-22.328474,24.684866,"Cleats"
"373","Botswana",-22.328474,24.684866,"Baseball & Softball"
"374","Botswana",-22.328474,24.684866,"Shop By Sport"
"375","Botswana",-22.328474,24.684866,"Camping & Hiking"
"376","Botswana",-22.328474,24.684866,"Cardio Equipment"
"377","Brazil",-14.235004,-51.92528,"Women's Apparel"
"378","Brazil",-14.235004,-51.92528,"Indoor/Outdoor Games"
"379","Brazil",-14.235004,-51.92528,"Water Sports"
"380","Brazil",-14.235004,-51.92528,"Fishing"
"381","Brazil",-14.235004,-51.92528,"Cardio Equipment"
"382","Brazil",-14.235004,-51.92528,"Men's Footwear"
"383","Brazil",-14.235004,-51.92528,"Girls' Apparel"
"384","Brazil",-14.235004,-51.92528,"Golf Shoes"
"385","Brazil",-14.235004,-51.92528,"Cleats"
"386","Brazil",-14.235004,-51.92528,"Shop By Sport"
"387","Brazil",-14.235004,-51.92528,"Camping & Hiking"
"388","Brazil",-14.235004,-51.92528,"Golf Gloves"
"389","Brazil",-14.235004,-51.92528,"Hunting & Shooting"
"390","Brazil",-14.235004,-51.92528,"Electronics"
"391","Brazil",-14.235004,-51.92528,"Fitness Accessories"
"392","Brazil",-14.235004,-51.92528,"Accessories"
"393","Brazil",-14.235004,-51.92528,"Trade-In"
"394","Brazil",-14.235004,-51.92528,"As Seen on  TV!"
"395","Brazil",-14.235004,-51.92528,"Boxing & MMA"
"396","Brazil",-14.235004,-51.92528,"Lacrosse"
"397","Brazil",-14.235004,-51.92528,"Golf Bags & Carts"
"398","Brazil",-14.235004,-51.92528,"Golf Balls"
"399","Brazil",-14.235004,-51.92528,"Tennis & Racquet"
"400","Brazil",-14.235004,-51.92528,"Baseball & Softball"
"401","Brazil",-14.235004,-51.92528,"Kids' Golf Clubs"
"402","Brazil",-14.235004,-51.92528,"Hockey"
"403","Brazil",-14.235004,-51.92528,"Women's Golf Clubs"
"404","Brazil",-14.235004,-51.92528,"Golf Apparel"
"405","Brazil",-14.235004,-51.92528,"Strength Training"
"406","Brazil",-14.235004,-51.92528,"Soccer"
"407","Brazil",-14.235004,-51.92528,"Men's Golf Clubs"
"408","Bulgaria",42.733883,25.48583,"Electronics"
"409","Bulgaria",42.733883,25.48583,"Women's Apparel"
"410","Bulgaria",42.733883,25.48583,"Cardio Equipment"
"411","Bulgaria",42.733883,25.48583,"Men's Footwear"
"412","Bulgaria",42.733883,25.48583,"Indoor/Outdoor Games"
"413","Bulgaria",42.733883,25.48583,"Accessories"
"414","Bulgaria",42.733883,25.48583,"Camping & Hiking"
"415","Bulgaria",42.733883,25.48583,"Fishing"
"416","Bulgaria",42.733883,25.48583,"Golf Balls"
"417","Bulgaria",42.733883,25.48583,"Water Sports"
"418","Bulgaria",42.733883,25.48583,"Cleats"
"419","Bulgaria",42.733883,25.48583,"Lacrosse"
"420","Bulgaria",42.733883,25.48583,"Shop By Sport"
"421","Bulgaria",42.733883,25.48583,"Golf Gloves"
"422","Bulgaria",42.733883,25.48583,"Golf Apparel"
"423","Bulgaria",42.733883,25.48583,"Baseball & Softball"
"424","Bulgaria",42.733883,25.48583,"Girls' Apparel"
"425","Bulgaria",42.733883,25.48583,"Tennis & Racquet"
"426","Burkina Faso",12.238333,-1.561593,"Men's Footwear"
"427","Burkina Faso",12.238333,-1.561593,"Golf Apparel"
"428","Burkina Faso",12.238333,-1.561593,"Indoor/Outdoor Games"
"429","Burkina Faso",12.238333,-1.561593,"Cleats"
"430","Burkina Faso",12.238333,-1.561593,"Women's Apparel"
"431","Burkina Faso",12.238333,-1.561593,"Electronics"
"432","Burkina Faso",12.238333,-1.561593,"Shop By Sport"
"433","Burundi",-3.373056,29.918886,"Cleats"
"434","Cambodia",12.565679,104.990963,"Women's Apparel"
"435","Cambodia",12.565679,104.990963,"Men's Footwear"
"436","Cambodia",12.565679,104.990963,"Consumer Electronics"
"437","Cambodia",12.565679,104.990963,"Fishing"
"438","Cambodia",12.565679,104.990963,"Electronics"
"439","Cambodia",12.565679,104.990963,"Health and Beauty"
"440","Cambodia",12.565679,104.990963,"Video Games"
"441","Cambodia",12.565679,104.990963,"Toys"
"442","Cambodia",12.565679,104.990963,"Water Sports"
"443","Cambodia",12.565679,104.990963,"Cleats"
"444","Cambodia",12.565679,104.990963,"Golf Balls"
"445","Cambodia",12.565679,104.990963,"Cardio Equipment"
"446","Cambodia",12.565679,104.990963,"Men's Clothing"
"447","Cambodia",12.565679,104.990963,"Camping & Hiking"
"448","Cambodia",12.565679,104.990963,"Boxing & MMA"
"449","Cambodia",12.565679,104.990963,"Indoor/Outdoor Games"
"450","Cambodia",12.565679,104.990963,"Hunting & Shooting"
"451","Cambodia",12.565679,104.990963,"Sporting Goods"
"452","Cambodia",12.565679,104.990963,"Shop By Sport"
"453","Cambodia",12.565679,104.990963,"Music"
"454","Cambodia",12.565679,104.990963,"DVDs"
"455","Cambodia",12.565679,104.990963,"Trade-In"
"456","Cambodia",12.565679,104.990963,"Fitness Accessories"
"457","Cambodia",12.565679,104.990963,"Accessories"
"458","Cambodia",12.565679,104.990963,"Crafts"
"459","Cameroon",7.369722,12.354722,"Water Sports"
"460","Cameroon",7.369722,12.354722,"Men's Footwear"
"461","Cameroon",7.369722,12.354722,"Baseball & Softball"
"462","Cameroon",7.369722,12.354722,"Indoor/Outdoor Games"
"463","Cameroon",7.369722,12.354722,"Fishing"
"464","Cameroon",7.369722,12.354722,"Cleats"
"465","Cameroon",7.369722,12.354722,"Cardio Equipment"
"466","Cameroon",7.369722,12.354722,"Camping & Hiking"
"467","Cameroon",7.369722,12.354722,"Women's Apparel"
"468","Cameroon",7.369722,12.354722,"Shop By Sport"
"469","Cameroon",7.369722,12.354722,"Golf Balls"
"470","Cameroon",7.369722,12.354722,"Electronics"
"471","Cameroon",7.369722,12.354722,"Hunting & Shooting"
"472","Cameroon",7.369722,12.354722,"Accessories"
"473","Cameroon",7.369722,12.354722,"Golf Shoes"
"474","Cameroon",7.369722,12.354722,"Girls' Apparel"
"475","Cameroon",7.369722,12.354722,"Boxing & MMA"
"476","Cameroon",7.369722,12.354722,"Trade-In"
"477","Canada",56.130366,-106.346771,"Fishing"
"478","Canada",56.130366,-106.346771,"Women's Apparel"
"479","Canada",56.130366,-106.346771,"Indoor/Outdoor Games"
"480","Canada",56.130366,-106.346771,"Camping & Hiking"
"481","Canada",56.130366,-106.346771,"Cleats"
"482","Canada",56.130366,-106.346771,"Boxing & MMA"
"483","Canada",56.130366,-106.346771,"Men's Footwear"
"484","Canada",56.130366,-106.346771,"Water Sports"
"485","Canada",56.130366,-106.346771,"Cardio Equipment"
"486","Canada",56.130366,-106.346771,"Shop By Sport"
"487","Canada",56.130366,-106.346771,"Accessories"
"488","Canada",56.130366,-106.346771,"Electronics"
"489","Canada",56.130366,-106.346771,"Golf Balls"
